"year","country_name","country_code","co2_per_capita","gdp_per_capita","pm2_5","mortality_rate_infant","mortality_rate_neonatal","mortality_rate_under_5","health_expenditure_percent_of_gdp","population","immunization","basic_sanitation","birth_rate","region","income_level","mortality_rate_neonatal_cat","mortality_rate_under_5_cat","mortality_count_under_5","mortality_count_neonatal","live_births"
2017,"ST. LUCIA","LCA",2.99667537804169,11270.4328991025,20.75716759,20.7,12.3,23,4.66334057,177163,"87","83.2570004731967",12.114,"Latin America and Caribbean","Upper middle income","High","Low",49361509.386,26397676.7586,2146152.582
2017,"ST. VINCENT AND THE GRENADINES","VCT",2.13265876512331,7996.65623319532,20.73036472,14.3,9.8,15.7,4.19770384,105549,"99","89.6721692709059",14.269,"Latin America and Caribbean","Upper middle income","High","Low",23645435.2917,14759571.0738,1506078.681
2017,"SUDAN","SDN",0.530471761090042,3188.76928710938,53.48836405,43.1,28.9,62.1,5.9231244,40679828,"90","36.5750321728239",35.669,"Sub-Saharan Africa","Low income","High","High",90107645544.2772,41934153884.5348,1451008784.932
2017,"SURINAME","SUR",4.16014391746191,6112.88291225207,22.80583417,17.3,12,19.4,5.32285929,587559,"76","87.8530869702466",18.758,"Latin America and Caribbean","Upper middle income","Low","Low",213815775.4068,132257180.664,11021431.722
2017,"SWEDEN","SWE",3.79492404723228,53791.5087298403,5.693011634,2.3,1.5,2.8,10.78509998,10057698,"97","98.932379673507",11.5,"Europe and Central Asia","High income","Low","Low",323857875.6,173495290.5,115663527
2017,"SWITZERLAND","CHE",4.57876628047857,82254.3769269767,9.854778198,3.6,2.9,4.1,11.48099899,8451840,"95","99.8998737205154",10.3,"Europe and Central Asia","High income","High","High",356921203.2,252456460.8,87053952
2017,"TAJIKISTAN","TJK",0.757120729592937,844.365249851831,38.4793437,31,15.3,35.5,6.85399008,8925525,"98","96.0574597792305",28.932,"Europe and Central Asia","Lower middle income","High","High",9167281770.15,3950969326.29,258233289.3
2017,"TANZANIA","TZA",0.207213701977385,975.924560546875,25.3263334,38.2,21.7,53.9,4.08257437,56267032,"90","26.7829708869529",38.058,"Sub-Saharan Africa","Lower middle income","High","High",115422036937.838,46468612273.6752,2141410703.856
2017,"THAILAND","THA",3.76789668093416,6436.78964911639,26.93362982,8.4,5.6,9.9,3.85276842,70898202,"99","97.7909083819895",9.98,"East Asia and Pacific","Upper middle income","High","High",7004884154.004,3962358713.376,707564055.96
2017,"TIMOR-LESTE","TLS",0.451885604893685,1283.52588207378,15.69097484,48.6,24.1,57.7,6.6738925,1243235,"77","53.0133669595974",26.487,"East Asia and Pacific","Lower middle income","High","High",1900035926.1765,793602527.2245,32929565.445
2017,"TOGO","TGO",0.257067706466296,814.41983755384,46.51135326,48.2,26,71.2,6.40987968,7852795,"77","17.1993119030218",33.656,"Sub-Saharan Africa","Low income","High","High",18817709198.624,6871635381.52,264293668.52
2017,"TONGA","TON",1.26073139496277,4367.25562971244,10.723832,10.4,5.3,12.1,4.85577822,105415,"99","93.9941530140325",24.015,"East Asia and Pacific","Upper middle income","High","Low",30631648.8225,13417168.4925,2531541.225
2017,"TRINIDAD AND TOBAGO","TTO",12.3255875293435,16094.6667788294,21.3879586,16.5,11.7,18.5,6.75476503,1478607,"93","93.800642795988",12.909,"Latin America and Caribbean","High income","Low","Low",353115748.6155,223321851.8271,19087337.763
2017,"TUNISIA","TUN",2.60278104885237,3569.71883883673,29.84147507,14.7,12.1,17.1,6.1865468,11811443,"98","94.2525026961601",18.399,"Middle East and North Africa","Lower middle income","High","Low",3716150449.8447,2629556751.0597,217318739.757
2017,"TURKIYE","TUR",5.09317926925561,10464.007789586,26.28925045,9.8,5.9,11.4,4.17974997,82089826,"96","97.5859989094065",17.368,"Europe and Central Asia","Upper middle income","High","Low",16253391516.8352,8411842978.0112,1425736097.968
2017,"TURKMENISTAN","TKM",10.7016590590785,6354.53282979422,27.12775327,37.2,24,43.2,5.93897438,5968383,"99","98.1945757410142",24.648,"Europe and Central Asia","Upper middle income","High","High",6355096020.7488,3530608900.416,147108704.184
2017,"TUVALU","TUV",0.711119320280754,4181.43756939925,6.001982186,20.6,11.1,24.3,15.80937386,10828,"95","83.4337481707184",22.999,"East Asia and Pacific","Upper middle income","Low","Low",6051506.0796,2764268.2092,249033.172
2017,"UGANDA","UGA",0.128890498774082,766.177603973574,38.52500218,36,21,50.2,3.99827504,40127085,"83","19.9987800028527",38.343,"Sub-Saharan Africa","Low income","High","High",77237359571.781,32310449223.255,1538592820.155
2017,"UKRAINE","UKR",3.902160853166,2638.32543945313,14.51117826,7.6,5.2,8.9,7.43283224,44831135,"86","97.5872429431865",9.4,"Europe and Central Asia","Lower middle income","High","High",3750572754.1,2191345878.8,421412669
2017,"UNITED ARAB EMIRATES","ARE",21.1654979061116,43063.9674785596,43.82369016,6.2,3.9,7.2,4.05960608,9068296,"99","99.1036265354929",10.62,"Middle East and North Africa","High income","High","High",693398185.344,375590683.728,96305303.52
2017,"UNITED KINGDOM","GBR",5.55329149720857,40622.6893883232,10.35539774,3.8,2.8,4.4,9.58797741,66058859,"92","99.110295031354",11.4,"Europe and Central Asia","High income","High","High",3313512367.44,2108598779.28,753070992.6
2017,"UNITED STATES","USA",14.8232454359428,59907.754260885,7.74468451,5.7,3.8,6.6,16.76793671,325122128,"91","99.7223539880949",11.8,"North America","High income","High","High",25320511328.64,14578476219.52,3836441110.4
2017,"URUGUAY","URY",1.78358950382795,18995.3970195554,9.535755186,6.8,4.4,7.9,8.82179642,3422200,"96","97.1921513915642",12.579,"Latin America and Caribbean","High income","High","High",340078045.02,189410556.72,43047853.8
2017,"UZBEKISTAN","UZB",3.38725662733184,1916.7646252423,35.06871307,15.2,9.3,17,4.83789968,32388600,"99","95.6935573673262",22.1,"Europe and Central Asia","Lower middle income","High","Low",12168397020,6656828958,715788060
2017,"VANUATU","VUT",0.485806524967354,3032.19702028187,12.8929333,21.9,11.1,26,2.76285458,290239,"80","49.4030835266053",31.484,"East Asia and Pacific","Lower middle income","Low","High",237585001.576,101430519.9036,9137884.676
2017,"VIET NAM","VNM",2.44464478063074,2992.07174595941,20.47951266,17.1,11,21.5,4.71283484,94033048,"97","82.8857598257307",16.1,"East Asia and Pacific","Lower middle income","Low","Low",32549539565.2,16653252800.8,1513932072.8
2017,"ZAMBIA","ZMB",0.393726369451731,1495.75213841021,26.18112194,44.2,25.9,64.2,4.40054274,17298054,"96","33.9717571756978",36.601,"Sub-Saharan Africa","Lower middle income","High","High",40646693979.9468,16397965328.3586,633126074.454
2017,"ZIMBABWE","ZWE",0.663069149889218,1192.10701198862,22.58245063,39.5,27.1,56.2,6.363585,14751101,"90","36.9416742711943",32.516,"Sub-Saharan Africa","Lower middle income","High","High",26956150166.5192,12998428283.1436,479646800.116
2018,"AFGHANISTAN","AFG",0.299082634225993,502.057099211089,52.80462038,47.8,37,62.2,14.20841891,36686784,"71","49.2341444226923",36.927,"South Asia","Low income","High","High",84264384686.1696,50125116292.416,1354732872.768
2018,"ALBANIA","ALB",1.85464154039805,5287.66081699731,18.82011853,8.3,7,9.3,6.65958786,2866376,"94","98.9736460270302",10.517,"Europe and Central Asia","Upper middle income","High","High",280354790.4456,211019734.744,30145676.392
2018,"ALGERIA","DZA",3.92429872230088,4171.79530903532,32.66295035,20.6,15.9,24,6.16302586,41927007,"80","86.303094189528",24.074,"Middle East and North Africa","Lower middle income","High","Low",24224418396.432,16048677187.6362,1009350766.518
2018,"ANDORRA","AND",6.59405703011478,42904.8284555114,9.181820028,2.9,1.6,3.1,7.43045759,75013,"99","99.9999955655473",7.2,"Europe and Central Asia","High income","Low","High",1674290.16,864149.76,540093.6
2018,"ANGOLA","AGO",0.755827619476188,2487.50099555267,28.50920176,52,28.5,78,2.58879566,31273533,"50","51.120743995819",40.236,"Sub-Saharan Africa","Lower middle income","High","High",98149106155.464,35862173402.958,1258321873.788
2018,"ANTIGUA AND BARBUDA","ATG",5.5508261847074,17514.3558637327,17.5653142,5.7,3.7,6.8,4.84869289,91626,"96","97.3970184718327",10.816,"Latin America and Caribbean","High income","High","High",6738982.3488,3666799.2192,991026.816
2018,"ARGENTINA","ARG",3.97565074444479,11795.1628852236,13.63250289,8.4,6.1,9.5,9.49909592,44494502,"94","..",15.187,"Latin America and Caribbean","Upper middle income","High","High",6419511017.803,4122001811.4314,675738001.874
2018,"ARMENIA","ARM",2.01377938113001,4391.92327364082,34.03041055,11.1,6.6,12.4,10.00543404,2836557,"95","93.693256899836",13.307,"Europe and Central Asia","Upper middle income","High","Low",468051193.5876,249124022.3934,37746063.999
2018,"AUSTRALIA","AUS",15.8635624340846,57206.9906696898,6.738086439,3.2,2.3,3.8,10.07391548,24966643,"94","99.9997260770357",12.6,"East Asia and Pacific","High income","High","High",1195402866.84,723533314.14,314579701.8
2018,"AUSTRIA","AUT",7.14114021108032,51466.5565633624,12.31952644,2.9,2.2,3.6,10.34483242,8840521,"94","99.9728142657606",9.7,"Europe and Central Asia","High income","High","High",308710993.32,188656718.14,85753053.7
2018,"AZERBAIJAN","AZE",3.29264124897847,4739.79524170312,25.13594199,19.2,11.1,21.5,3.55621028,9939771,"96","96.1265212557796",14,"Europe and Central Asia","Upper middle income","Low","Low",2991871071,1544640413.4,139156794
2018,"BAHAMAS, THE","BHS",6.955357720462,31483.9788408235,15.72864111,11.7,7.3,13.5,6.01182079,401906,"89","94.9305823307593",11.566,"Latin America and Caribbean","High income","High","Low",62754004.746,33933647.0108,4648444.796
2018,"BAHRAIN","BHR",20.7379617303374,25415.8466249472,60.43815811,6.1,3.1,7.2,4.12745647,1487340,"99","100",13.818,"Middle East and North Africa","High income","High","High",147974861.664,63711398.772,20552064.12
2018,"BANGLADESH","BGD",0.586157624560863,1963.41270740562,63.27546257,26.7,19.3,32.2,2.71634603,163683958,"97","53.374264785747",18.462,"South Asia","Lower middle income","High","High",97306250089.5912,58323311389.1028,3021933232.596
2018,"BARBADOS","BRB",4.54138182546266,18224.8905923744,21.26503022,12.1,8.6,13,6.56259108,279688,"85","97.2834997978144",10.913,"Latin America and Caribbean","High income","High","Low",39679056.872,26249222.2384,3052235.144
2018,"BELARUS","BLR",6.27957941620664,6360.05206042843,16.50189248,2.5,1.2,3.4,5.52699471,9438785,"98","98.8522676469004",9.9,"Europe and Central Asia","Upper middle income","Low","High",317709503.1,112132765.8,93443971.5
2018,"BELGIUM","BEL",8.18436667928584,47544.9811472749,12.76304285,3.4,2.4,4.1,10.78789711,11427054,"96","99.4861886398911",10.4,"Europe and Central Asia","High income","High","High",487249582.56,285219267.84,118841361.6
2018,"BELIZE","BLZ",1.64892976606136,6059.16255306675,21.26808522,11.2,8.7,13,5.80132008,382066,"97","88.184416079473",21.015,"Latin America and Caribbean","Upper middle income","High","Low",104378520.87,69853317.813,8029116.99
2018,"BENIN","BEN",0.636814493777282,1194.43821427137,46.24556121,59.5,30.7,91.1,2.48485804,11940683,"68","17.9998030901084",38.186,"Sub-Saharan Africa","Lower middle income","High","High",41538586506.5618,13998184475.8666,455966921.038
2018,"BHUTAN","BTN",1.90828976926791,3210.70781406979,40.41256497,24.7,16.5,29.6,3.2427721,762096,"97","74.0934493170047",13.789,"South Asia","Lower middle income","High","High",311052835.6224,173390938.776,10508541.744
2018,"BOLIVIA","BOL",1.88518817031758,3471.0069506501,27.01261068,22.6,14.8,27.7,6.60399437,11606905,"89","61.9877854174935",22.634,"Latin America and Caribbean","Lower middle income","High","High",7277086051.229,3888118178.996,262710687.77
2018,"BOSNIA AND HERZEGOVINA","BIH",6.65145351838121,6024.49154590957,29.93448538,5.2,4.4,6,8.89146042,3400129,"68","95.3850592701845",9.067,"Europe and Central Asia","Upper middle income","High","High",184973817.858,135647466.4292,30828969.643
2018,"BOTSWANA","BWA",3.28847103849256,6947.81784114167,24.91056457,30.9,19.9,39,6.04010248,2451409,"97","78.5138974205166",25.328,"Sub-Saharan Africa","Upper middle income","High","High",2421482198.928,1235576814.3248,62089287.152
2018,"BRAZIL","BRA",2.06426147881772,9121.02009249958,11.62699706,13.5,9.1,15.2,9.46474838,210166592,"92","88.4905439034498",14.133,"Latin America and Caribbean","Upper middle income","High","Low",45148323559.9872,27029588447.0976,2970284444.736
2018,"BRUNEI DARUSSALAM","BRN",17.3623104307419,31241.0239732766,7.683014194,9.4,5.8,11.2,2.41289377,434274,"99","94.6142838007268",15.05,"East Asia and Pacific","High income","High","Low",73201225.44,37907777.46,6535823.7
2018,"BULGARIA","BGR",5.82177716644055,9451.850869564,19.65003099,5.8,3.5,7,7.32867956,7025037,"93","86.0143373922926",8.9,"Europe and Central Asia","Upper middle income","High","High",437659805.1,218829902.55,62522829.3
2018,"BURKINA FASO","BFA",0.252428280421403,779.202768060739,53.64967602,55.6,26.8,91.3,4.95254326,20392723,"88","22.3095685822615",37.294,"Sub-Saharan Africa","Low income","High","High",69436043115.6106,20382102469.8616,760526211.562
2018,"BURUNDI","BDI",0.057850230113233,232.060616581243,33.76642862,41.3,21.9,59.1,7.39932251,11493472,"88","45.7860370850932",37.011,"Sub-Saharan Africa","Low income","High","High",25140247128.5472,9315929139.0048,425384892.192
2018,"CABO VERDE","CPV",1.04113781114212,3860.45481136132,50.05668918,13.7,9.8,15.9,5.18630934,571202,"99","76.7237252974541",17.821,"Sub-Saharan Africa","Lower middle income","High","Low",161852314.3878,99758030.2516,10179390.842
2018,"CAMBODIA","KHM",0.845896953293299,1533.31598456036,22.29493219,23.9,14.4,27.8,6.14389992,16025238,"84","63.6801687178509",20.805,"East Asia and Pacific","Lower middle income","High","High",9268661129.202,4801033102.896,333405076.59
2018,"CAMEROON","CMR",0.388794447700892,1594.06010909489,63.83099556,51.5,27.4,77.7,3.61970162,25076747,"59","42.1505011655075",36.716,"Sub-Saharan Africa","Lower middle income","High","High",71539776389.6004,25227668894.1448,920717842.852
2018,"CANADA","CAN",15.6366541621759,46547.7951820036,7.07877626,4.6,3.5,5.2,10.84608173,37065084,"90","98.8415415919231",10.1,"North America","High income","High","High",1946658211.68,1310250719.4,374357348.4
2018,"CENTRAL AFRICAN REPUBLIC","CAF",0.0449675942827757,435.93229629544,46.10881594,80.3,33.2,108.8,10.99695206,5094780,"41","14.847835432135",41.831,"Sub-Saharan Africa","Low income","High","Low",23187427949.184,7075575440.376,213119742.18
2018,"CHAD","TCD",0.0998063984014571,720.265100910693,59.20016634,71,34,118,4.56768799,15604210,"42","12.054119739418",44.37,"Sub-Saharan Africa","Low income","High","Low",81698338128.6,23540199121.8,692358797.7
2018,"CHILE","CHL",4.62965705867727,15795.7081412484,22.72046987,6.3,4.8,7.4,9.15850353,18701450,"93","100",11.94,"Latin America and Caribbean","High income","High","High",1652385316.2,1071817502.4,223295313
2018,"CHINA","CHN",7.53319313353674,9905.4061175104,49.27568382,6.4,4.1,8.6,5.16790485,1402760000,"99","89.6942179411797",10.86,"East Asia and Pacific","Upper middle income","High","High",131012172960,62459291760,15233973600
2018,"COLOMBIA","COL",1.61039151744768,6782.0379203319,22.11926649,12.2,7.7,14.1,7.62541389,49276961,"95","91.2877514825982",14.841,"Latin America and Caribbean","Upper middle income","High","Low",10311603232.6341,5631159212.1477,731319378.201
2018,"COMOROS","COM",0.389920045136433,1531.33781085768,17.18012088,42.9,27.7,54.9,4.90318584,776313,"90","35.8804627544981",30.859,"Sub-Saharan Africa","Lower middle income","High","High",1315197733.3983,663587927.4159,23956242.867
2018,"CONGO, DEM. REP.","COD",0.0323112350811435,546.212593331533,36.47254408,67.6,28,87.2,3.30249262,87087355,"64","16.7256344876716",42.989,"Sub-Saharan Africa","Low income","High","High",326459212117.084,104826352514.66,3743798304.095
2018,"CONGO, REP.","COG",1.14258944301682,2512.38416688863,39.50958584,34.8,19.6,47.7,1.90143239,5441062,"75","20.2685712894315",32.337,"Sub-Saharan Africa","Lower middle income","High","High",8392701564.3438,3448573389.1224,175947621.894
2018,"COSTA RICA","CRI",1.62012119663525,12383.1499469519,17.52546596,7.4,6,8.4,7.28587723,5040734,"94","97.666308228442",13.562,"Latin America and Caribbean","Upper middle income","High","High",574244449.8672,410174607.048,68362434.508
2018,"COTE D'IVOIRE","CIV",0.399890358464121,2295.5403346362,55.59821808,61,34.2,82.8,3.1189115,25493988,"75","33.9428009638578",35.007,"Sub-Saharan Africa","Lower middle income","High","High",73896353539.4448,30522406896.7272,892468037.916
2018,"CROATIA","HRV",4.02006632837905,15003.1406807658,18.62479372,4,2.9,4.8,6.75780032,4087843,"93","96.1406290649791",9,"Europe and Central Asia","High income","High","High",176594817.6,106692702.3,36790587
2018,"CUBA","CUB",2.35469857464228,8831.90722233737,18.21883434,4.2,2.3,5.3,11.0184288,11328244,"99","90.1602608034911",10.348,"Latin America and Caribbean","Upper middle income","High","High",621290745.2336,269616738.4976,117224668.912
2018,"CYPRUS","CYP",5.9061510578579,29419.88671875,15.58861663,2.3,1.6,2.8,6.84573793,1218831,"90","99.3958584661877",10.843,"Europe and Central Asia","High income","Low","Low",37004196.6924,21145255.2528,13215784.533
2018,"CZECHIA","CZE",9.66462802005809,23424.4804601855,16.96278201,2.5,1.6,3.1,7.47199488,10629928,"96","99.1373534182053",10.7,"Europe and Central Asia","High income","Low","High",352594711.76,181984367.36,113740229.6
2018,"DENMARK","DNK",5.71891295897775,61591.9288698958,9.868317849,3.3,2.7,3.9,10.09764194,5793636,"95","99.5972331722186",10.6,"Europe and Central Asia","High income","High","High",239508912.24,165813862.32,61412541.6
2018,"DJIBOUTI","DJI",0.392452501801933,2755.83829341814,43.39312927,50.3,31.7,59.9,2.26254511,1057198,"86","65.3303073707524",22.982,"Middle East and North Africa","Lower middle income","High","High",1455361813.7164,770199824.6212,24296524.436
2018,"DOMINICA","DMA",2.33398754641854,7833.19501250117,18.56540278,30.7,27.2,34.5,6.0794425,70823,"84","..",13.191,"Latin America and Caribbean","Upper middle income","High","High",32230803.6585,25410952.4496,934226.193
2018,"DOMINICAN REPUBLIC","DOM",2.35622376638923,7947.1593538657,17.73840139,28.6,24.2,34.8,4.12601566,10765531,"91","86.7010103958204",19.762,"Latin America and Caribbean","Upper middle income","High","High",7403645142.0456,5148511851.6524,212748423.622
2018,"ECUADOR","ECU",2.36682982605683,6321.34940071717,20.05559153,12,6.8,13.9,7.86490965,17015672,"83","89.130641596456",17.658,"Latin America and Caribbean","Upper middle income","High","Low",4176432032.8464,2043146605.9968,300462736.176
2018,"EGYPT, ARAB REP.","EGY",2.29401624327717,2531.20007864537,68.47289608,17.9,11.1,21,4.99379301,103740765,"94","96.8810007737248",24.562,"Middle East and North Africa","Lower middle income","Low","Low",53509694068.53,28283695436.223,2548080669.93
2018,"EL SALVADOR","SLV",1.09058747913992,4145.86235103186,22.74562226,11.9,6.8,13.8,8.32511997,6276342,"81","86.5136611901022",16.536,"Latin America and Caribbean","Upper middle income","High","Low",1432241160.1056,705742020.9216,103785591.312
2018,"EQUATORIAL GUINEA","GNQ",3.37429623105391,8719.18686965442,44.88882315,62.2,30.2,84.7,3.10309863,1502091,"53","..",32.667,"Sub-Saharan Africa","Upper middle income","High","High",4156127927.2359,1481877962.2494,49068806.697
2018,"ESTONIA","EST",11.8889360404909,23165.8494786433,5.985799478,1.9,1.1,2.5,6.72095728,1321977,"87","99.0726839387783",10.9,"Europe and Central Asia","High income","Low","Low",36023873.25,15850504.23,14409549.3
2018,"ESWATINI","SWZ",0.952924265874315,4021.44555622456,23.18486991,45.4,24.6,59.6,7.23889112,1160428,"85","63.6138243420967",25.718,"Sub-Saharan Africa","Lower middle income","High","High",1778695683.3184,734159627.6784,29843887.304
2018,"ETHIOPIA","ETH",0.153230325883588,758.297690230677,33.85373372,38,28.7,53.2,3.30371761,111129438,"55","8.34992303821713",32.996,"Sub-Saharan Africa","Low income","High","High",195075193008.394,105237933070.318,3666826936.248
2018,"FIJI","FJI",1.50947338182103,6073.39519537246,10.98446945,22.1,12.2,26.3,3.55373192,918996,"96","93.4859619479114",20.187,"East Asia and Pacific","Upper middle income","High","High",487911610.2276,226331621.4744,18551772.252
2018,"FINLAND","FIN",8.04918842721228,49987.6261584959,5.596788665,1.9,1.4,2.3,9.04490948,5515525,"96","99.4479659817921",8.6,"Europe and Central Asia","High income","Low","Low",109097084.5,66406921,47433515
2018,"FRANCE","FRA",4.57051742845134,41557.8548588869,11.53704439,3.4,2.6,4.3,11.21255589,67158348,"90","98.6492118948896",11.3,"Europe and Central Asia","High income","High","High",3263224129.32,1973112264.24,758889332.4
2018,"GABON","GAB",2.33593611713804,7694.90604516289,36.93641776,32.2,20.4,44.9,2.74500418,2192012,"59","49.4944290499849",29.004,"Sub-Saharan Africa","Upper middle income","High","High",2854612510.5552,1296973167.3792,63577116.048
2018,"GAMBIA, THE","GMB",0.244507377758581,683.324637893351,58.00293314,36.7,27.2,53.4,3.34384227,2444916,"91","47.0485300098961",34.924,"Sub-Saharan Africa","Low income","High","High",4559625556.9056,2322505901.6448,85386246.384
2018,"GEORGIA","GEO",2.60970672866505,4722.0424231414,17.81426399,8.8,5.6,9.8,7.11329699,3726549,"98","86.6389145290057",14.395,"Europe and Central Asia","Upper middle income","High","High",525707993.979,300404567.988,53643672.855
2018,"GERMANY","DEU",8.53704268780674,47939.2782884496,11.92460308,3.2,2.3,3.8,11.45727539,82905782,"97","99.2251929444336",9.5,"Europe and Central Asia","High income","High","High",2992898730.2,1811491336.7,787604929
2018,"GHANA","GHA",0.543393316646713,2180.02968425645,54.23685549,35.6,24.6,49.1,3.40025568,30870641,"92","23.8263073809595",29.025,"Sub-Saharan Africa","Lower middle income","High","High",43994599431.7275,22042100733.615,896020355.025
2018,"GREECE","GRC",6.05813051890443,19756.9904562547,14.51537033,3.7,2.5,4.2,8.12024307,10732882,"97","98.986748116596",8.1,"Europe and Central Asia","High income","High","High",365132645.64,217340860.5,86936344.2
2018,"GRENADA","GRD",2.62890067138331,9574.3102711372,21.38302419,14.6,10.5,16.5,4.58373737,121838,"84","..",16.92,"Latin America and Caribbean","Upper middle income","Low","Low",34014732.84,21645739.08,2061498.96
2018,"GUATEMALA","GTM",1.10575367270347,4485.75238352401,28.02331277,21.5,12,25.4,6.11658907,16346950,"89","67.9496248369032",23.929,"Latin America and Caribbean","Upper middle income","Low","High",9935620630.37,4693993998.6,391166166.55
2018,"GUINEA","GIN",0.297494261984837,944.417268594849,52.44233437,68,32.3,106.2,3.73843002,12554864,"47","26.4315350914217",35.931,"Sub-Saharan Africa","Lower middle income","High","Low",47907756512.3808,14570814833.8032,451108818.384
2018,"GUINEA-BISSAU","GNB",0.165094768449133,781.644367627497,54.03820301,54.6,36.7,82.4,7.62401152,1924955,"79","23.6322998602978",32.657,"Sub-Saharan Africa","Low income","High","High",5179932247.844,2307081474.4645,62863255.435
2018,"GUYANA","GUY",3.29351227349226,6094.90983679015,20.8255222,25.3,18.5,30.3,4.90492535,785514,"98","88.5380677261121",20.77,"Latin America and Caribbean","High income","High","High",494348311.134,301829826.93,16315125.78
2018,"HAITI","HTI",0.298729952296593,1489.57840618445,19.14097132,49.2,25.8,64.4,4.31650324,11012421,"69","35.8174460723716",24.579,"Latin America and Caribbean","Lower middle income","High","High",17431424646.8796,6983396830.5822,270674295.759
2018,"HONDURAS","HND",0.922234078945353,2457.68601233921,23.36239296,15.8,10.6,18.4,7.22820663,9792850,"91","81.1136333169873",21.895,"Latin America and Caribbean","Lower middle income","Low","Low",3945225893.8,2272793177.95,214414450.75
2018,"HUNGARY","HUN",5.03325434726835,16425.2050299693,16.63089611,3.5,2.3,4.2,6.5753026,9775564,"99","97.988520311463",9.6,"Europe and Central Asia","High income","High","High",394150740.48,215844453.12,93845414.4
2018,"ICELAND","ISL",4.81768876817655,74452.1890731447,5.690458273,2.1,1.4,2.7,8.37734032,352721,"93","98.7816533510449",12,"Europe and Central Asia","High income","Low","Low",11428160.4,5925712.8,4232652
2018,"INDIA","IND",1.79559529858433,1974.37773014516,83.04086375,29.8,22.7,36.4,2.8584938,1369003306,"93","66.7481167689947",17.651,"South Asia","Lower middle income","High","High",879579695693.098,548529095940.476,24164277354.206
2018,"INDONESIA","IDN",2.12683683837158,3902.66167542693,19.11325719,20.8,12.6,24.6,2.86757827,267066843,"89","79.7909218571099",17.179,"East Asia and Pacific","Upper middle income","High","Low",112863355879.066,57808060328.3022,4587941295.897
2018,"IRAN, ISLAMIC REP.","IRN",7.44512790495015,3829.82985506938,38.60762301,12,9,14,7.52609015,85617562,"99","89.6988562125285",17.231,"Middle East and North Africa","Lower middle income","High","Low",20653866951.508,13277485897.398,1475276210.822
2018,"IRAQ","IRQ",4.14268046621517,5601.46706102705,49.14829956,22.7,15.5,27,4.05837107,40590700,"85","96.9997439043923",28.429,"Middle East and North Africa","Upper middle income","High","High",31156731278.1,17886271659.65,1153953010.3
2018,"IRELAND","IRL",7.69902755440575,79250.387851767,7.916850375,2.9,2.2,3.4,6.88002014,4867316,"92","89.3232584004699",12.5,"Europe and Central Asia","High income","High","High",206860930,133851190,60841450
2018,"ISRAEL","ISR",6.91499302021885,42406.8454263606,20.05327737,2.9,1.9,3.7,7.28700161,8882800,"98","99.9481936554644",20.8,"Middle East and North Africa","High income","Low","High",683620288,351048256,184762240
2018,"ITALY","ITA",5.37694036055885,34622.1696664735,16.26524128,2.7,1.9,3.2,8.68187714,60421760,"93","99.8852860542768",7.3,"Europe and Central Asia","High income","Low","High",1411452313.6,838049811.2,441078848
2018,"JAMAICA","JAM",3.05458890724385,5594.49310704577,15.3714762,11.8,11.4,13.7,5.96798849,2811835,"89","86.4997401829081",12.22,"Latin America and Caribbean","Upper middle income","Low","Low",470740544.69,391711110.18,34360623.7
2018,"JAPAN","JPN",8.76197885041518,39751.1330982711,13.47597168,1.9,0.9,2.5,10.74637508,126811000,"97","99.949474001604",7.4,"East Asia and Pacific","High income","Low","Low",2346003500,844561260,938401400
2018,"JORDAN","JOR",2.36236318537572,4146.40731063215,31.45267441,13.8,9.4,16,7.84809589,10459865,"92","97.3063193499305",22.999,"Middle East and North Africa","Lower middle income","High","Low",3849062962.16,2261324490.269,240566435.135
2018,"KAZAKHSTAN","KAZ",11.8675495659661,9812.62542188505,20.25210336,9.1,4.7,10.3,2.8178606,18276452,"99","97.8718934408366",21.77,"Europe and Central Asia","Upper middle income","High","Low",4098147108.412,1870028292.188,397878360.04
2018,"KENYA","KEN",0.385437968227287,1845.78341285836,23.28569035,30.6,19.8,40.8,4.09903383,49953304,"89","34.8906417362588",29.18,"Sub-Saharan Africa","Lower middle income","High","High",59471606357.376,28861220732.256,1457637410.72
2018,"KIRIBATI","KIR",0.598719133656685,1607.22964956271,9.484560864,41.5,22.2,52.9,11.92076588,122261,"84","43.7056810871758",28.46,"East Asia and Pacific","Lower middle income","High","High",184068092.374,77245966.932,3479548.06
2018,"KOREA, REP.","KOR",12.2164561683734,33436.9230646064,27.43635201,2.8,1.5,3.2,7.5438838,51585058,"98","99.8664200755256",6.4,"East Asia and Pacific","High income","Low","High",1056461987.84,495216556.8,330144371.2
2018,"KUWAIT","KWT",21.4612299449757,32012.1352035471,61.4947645,7.6,4.9,8.8,5.18862629,4317185,"98","100",13.443,"Middle East and North Africa","High income","High","High",510716078.004,284375997.9795,58035917.955
2018,"KYRGYZ REPUBLIC","KGZ",1.78825836654647,1308.13977921847,24.22386133,17,13,19,5.01030922,6322800,"96","97.6637303743621",27.1,"Europe and Central Asia","Lower middle income","High","Low",3255609720,2227522440,171347880
2018,"LAO PDR","LAO",2.76759794432264,2553.36186646266,20.50574635,37.7,22.7,47.5,2.24630332,7105006,"86","76.8862788860029",23.238,"East Asia and Pacific","Lower middle income","High","High",7842541147.83,3747909138.0156,165106129.428
